Item_Description;Amount;Traffic_Source;Session_Duration
Google Stickers;5;Referral;1401
Google Stickers;5;Paid Search;2672
Greeting Cards;6;Direct;449
Lanyard;6;Referral;1965
Google Stickers;5;Organic Search;210
Notebook;20;Referral;2367
Google Stickers;5;Social Media;1978
Puffer Vest;115;Direct;3209
Android T-Shirt;20;Organic Search;1815
YouTube Cap;15;Direct;961
Puffer Vest;115;Referral;1178
Google Water Bottle;10;Paid Search;3066
Google Stickers;5;Referral;1434
Google Stickers;5;Paid Search;1767
Lanyard;6;Organic Search;2451
Notebook;20;Referral;1230
Google Hoodie;124;Direct;2984
Android T-Shirt;20;Direct;2151
Puffer Vest;115;Direct;1647
Google Stickers;5;Social Media;917
Notebook;20;Direct;1629
Canvas Tote;18;Direct;1602
Google Water Bottle;10;Direct;3585
Google Hoodie;124;Direct;1287
Google Hoodie;124;Referral;710
Google Water Bottle;10;Direct;1177
Google Stickers;5;Organic Search;3295
Canvas Tote;18;Social Media;418
Google Water Bottle;10;Direct;403
Google Hoodie;124;Organic Search;1508
Google Stickers;5;Social Media;2332
Puffer Vest;115;Paid Search;1666
Android T-Shirt;20;Referral;524
Google Stickers;5;Direct;2463
Lanyard;6;Referral;2579
Backpack;125;Social Media;3362
Lanyard;6;Organic Search;3272
Google Stickers;5;Paid Search;2661
Google Hoodie;124;Organic Search;690
Canvas Tote;18;Paid Search;3229
Android T-Shirt;20;Paid Search;3027
Google Stickers;5;Social Media;3529
Google Stickers;5;Referral;2776
Backpack;125;Social Media;1021
Lanyard;6;Direct;1523
Backpack;125;Social Media;1711
Greeting Cards;6;Referral;141
Android T-Shirt;20;Organic Search;381
Google Hoodie;124;Social Media;961
Greeting Cards;6;Organic Search;1066
Google Stickers;5;Referral;760
Greeting Cards;6;Organic Search;2451
Google Water Bottle;10;Social Media;3304
Google Stickers;5;Referral;1718
Google Hoodie;124;Paid Search;1043
Google Stickers;5;Direct;227
Google Stickers;5;Organic Search;2742
Lanyard;6;Referral;2727
Google Stickers;5;Social Media;28
Google Hoodie;124;Paid Search;3570
Google Stickers;5;Direct;397
Google Hoodie;124;Direct;172
Lanyard;6;Social Media;2405
Google Stickers;5;Social Media;86
Google Hoodie;124;Referral;3409
Google Stickers;5;Referral;3004
Google Stickers;5;Direct;1816
Lanyard;6;Organic Search;2714
Google Stickers;5;Direct;1395
Google Stickers;5;Direct;3343
Canvas Tote;18;Social Media;1430
Google Stickers;5;Referral;3239
Backpack;125;Referral;1346
Google Hoodie;124;Organic Search;1447
Canvas Tote;18;Social Media;1441
Google Water Bottle;10;Organic Search;480
Google Stickers;5;Organic Search;2803
Canvas Tote;18;Direct;3264
Google Stickers;5;Referral;2669
Google Stickers;5;Organic Search;342
Notebook;20;Referral;2697
Google Stickers;5;Direct;2969
Google Stickers;5;Organic Search;2165
Greeting Cards;6;Social Media;185
Puffer Vest;115;Paid Search;358
Google Hoodie;124;Organic Search;953
Google Stickers;5;Social Media;2221
Lanyard;6;Paid Search;1733
Google Stickers;5;Referral;2397
Google Stickers;5;Paid Search;1241
Google Stickers;5;Paid Search;2914
Lanyard;6;Direct;144
Android T-Shirt;20;Social Media;1719
Backpack;125;Organic Search;3044
YouTube Cap;15;Organic Search;1632
Google Stickers;5;Referral;287
Google Stickers;5;Organic Search;2437
Google Stickers;5;Social Media;490
Google Hoodie;124;Referral;1508
YouTube Cap;15;Paid Search;2581
Google Stickers;5;Social Media;2706
Google Stickers;5;Paid Search;1986
Google Hoodie;124;Direct;503
Google Stickers;5;Referral;1846
Backpack;125;Organic Search;2560
YouTube Cap;15;Organic Search;480
Google Stickers;5;Organic Search;1339
Google Stickers;5;Paid Search;28
Lanyard;6;Referral;1941
Google Stickers;5;Social Media;2576
Notebook;20;Direct;932
Puffer Vest;115;Paid Search;2109
Canvas Tote;18;Paid Search;1693
Notebook;20;Referral;963
Canvas Tote;18;Paid Search;719
Greeting Cards;6;Paid Search;3527
Google Stickers;5;Organic Search;500
Lanyard;6;Direct;1372
Backpack;125;Social Media;3095
Puffer Vest;115;Social Media;2750
Puffer Vest;115;Referral;3004
Google Stickers;5;Paid Search;1008
Google Stickers;5;Referral;2266
Google Stickers;5;Social Media;1185
YouTube Cap;15;Paid Search;472
Puffer Vest;115;Organic Search;19
Puffer Vest;115;Organic Search;842
Lanyard;6;Paid Search;2958
Google Stickers;5;Direct;2926
Backpack;125;Direct;3128
YouTube Cap;15;Referral;3147
Greeting Cards;6;Paid Search;1309
Lanyard;6;Paid Search;931
Greeting Cards;6;Social Media;2691
Canvas Tote;18;Organic Search;1927
Lanyard;6;Social Media;2314
Notebook;20;Organic Search;838
Google Stickers;5;Referral;1558
Google Stickers;5;Paid Search;1536
Lanyard;6;Social Media;2976
Canvas Tote;18;Direct;1095
Google Water Bottle;10;Direct;350
Android T-Shirt;20;Referral;2146
Android T-Shirt;20;Social Media;2184
Google Hoodie;124;Social Media;642
Google Stickers;5;Social Media;2479
Google Water Bottle;10;Paid Search;2518
Backpack;125;Referral;1269
Google Hoodie;124;Direct;3169
Google Stickers;5;Referral;522
Google Water Bottle;10;Social Media;3227
Google Stickers;5;Paid Search;532
Google Stickers;5;Social Media;1559
Google Stickers;5;Referral;300
Google Hoodie;124;Social Media;2718
Greeting Cards;6;Social Media;1784
Canvas Tote;18;Organic Search;2279
Google Stickers;5;Direct;3308
Notebook;20;Paid Search;3320
Google Stickers;5;Direct;1782
Google Hoodie;124;Referral;2954
Google Stickers;5;Referral;2050
Google Hoodie;124;Organic Search;3383
Google Stickers;5;Paid Search;1718
Backpack;125;Referral;1285
Google Stickers;5;Paid Search;1089
Google Stickers;5;Organic Search;642
Canvas Tote;18;Referral;1000
YouTube Cap;15;Referral;402
Backpack;125;Social Media;3010
Canvas Tote;18;Direct;1836
Backpack;125;Direct;140
Google Water Bottle;10;Referral;3208
Canvas Tote;18;Direct;544
Notebook;20;Paid Search;707
Google Stickers;5;Paid Search;3335
Google Hoodie;124;Direct;1808
YouTube Cap;15;Direct;2772
Backpack;125;Direct;2994
Greeting Cards;6;Referral;3423
Google Stickers;5;Social Media;507
Canvas Tote;18;Social Media;2471
Backpack;125;Organic Search;3010
Greeting Cards;6;Referral;2827
Lanyard;6;Organic Search;2252
Puffer Vest;115;Organic Search;411
Canvas Tote;18;Organic Search;1840
Google Stickers;5;Social Media;3270
Google Stickers;5;Referral;2827
Google Hoodie;124;Organic Search;19
Backpack;125;Social Media;2960
Puffer Vest;115;Referral;294
Google Stickers;5;Referral;3366
Google Hoodie;124;Referral;1423
Google Stickers;5;Referral;3517
Google Stickers;5;Referral;350
Notebook;20;Paid Search;2984
Google Hoodie;124;Referral;833
Google Hoodie;124;Social Media;917
Google Stickers;5;Paid Search;1703
Puffer Vest;115;Organic Search;1623
Google Stickers;5;Direct;1939
Greeting Cards;6;Direct;1845
Greeting Cards;6;Social Media;735
Google Hoodie;124;Organic Search;458
Google Stickers;5;Organic Search;3204
Google Stickers;5;Social Media;112
Google Hoodie;124;Organic Search;2477
Google Stickers;5;Social Media;28
Google Stickers;5;Organic Search;1212
Google Stickers;5;Paid Search;3291
Google Stickers;5;Referral;3517
Google Water Bottle;10;Paid Search;1939
Google Stickers;5;Direct;475
Google Stickers;5;Referral;3005
Google Stickers;5;Organic Search;2382
Google Stickers;5;Referral;110
Google Stickers;5;Direct;191
Google Hoodie;124;Direct;917
Canvas Tote;18;Paid Search;400
Google Stickers;5;Direct;2719
Google Stickers;5;Direct;927
Google Water Bottle;10;Social Media;1004
Google Stickers;5;Referral;2159
Google Stickers;5;Paid Search;507
Google Hoodie;124;Direct;322
Notebook;20;Paid Search;810
Google Stickers;5;Paid Search;1074
Google Stickers;5;Organic Search;866
Backpack;125;Direct;2560
Greeting Cards;6;Paid Search;975
Google Stickers;5;Direct;1941
Backpack;125;Organic Search;829
Google Stickers;5;Direct;1319
Canvas Tote;18;Social Media;1213
Puffer Vest;115;Referral;1415
Google Stickers;5;Social Media;2679
Backpack;125;Organic Search;1894
Notebook;20;Direct;3227
Google Stickers;5;Paid Search;2199
Lanyard;6;Social Media;1141
Google Stickers;5;Direct;931
Google Stickers;5;Direct;1411
Google Hoodie;124;Referral;3297
Google Water Bottle;10;Referral;1308
Lanyard;6;Paid Search;2319
Canvas Tote;18;Social Media;2491
Notebook;20;Referral;544
Puffer Vest;115;Paid Search;91
Google Stickers;5;Social Media;484
Lanyard;6;Direct;2984
Google Water Bottle;10;Direct;1832
Backpack;125;Organic Search;2233
Google Hoodie;124;Paid Search;2931
Puffer Vest;115;Referral;1088
Google Stickers;5;Organic Search;1029
Google Water Bottle;10;Organic Search;2444
Puffer Vest;115;Direct;2595
Android T-Shirt;20;Paid Search;2322
Greeting Cards;6;Organic Search;467
Notebook;20;Direct;1821
Backpack;125;Paid Search;65
Google Hoodie;124;Organic Search;1471
Backpack;125;Direct;1990
Puffer Vest;115;Referral;1200
Canvas Tote;18;Referral;245
Google Hoodie;124;Referral;912
Backpack;125;Direct;1830
Google Hoodie;124;Organic Search;2429
Google Stickers;5;Paid Search;2806
Canvas Tote;18;Direct;2761
Puffer Vest;115;Organic Search;403
YouTube Cap;15;Referral;5
Google Stickers;5;Direct;2102
Google Stickers;5;Organic Search;1034
Lanyard;6;Direct;1696
Notebook;20;Social Media;1334
Android T-Shirt;20;Direct;2064
Google Hoodie;124;Paid Search;1890
Android T-Shirt;20;Referral;2953
Google Hoodie;124;Direct;1965
Google Stickers;5;Referral;291
Google Stickers;5;Referral;812
Google Hoodie;124;Direct;349
Notebook;20;Social Media;3176
Google Hoodie;124;Paid Search;1133
Google Stickers;5;Direct;2190
Greeting Cards;6;Referral;41
Google Stickers;5;Organic Search;539
Puffer Vest;115;Organic Search;3485
Google Stickers;5;Social Media;2483
Lanyard;6;Social Media;587
Google Stickers;5;Social Media;680
Canvas Tote;18;Referral;680
Canvas Tote;18;Referral;1678
Google Stickers;5;Paid Search;2806
Notebook;20;Social Media;3208
Google Stickers;5;Paid Search;293
Android T-Shirt;20;Paid Search;2809
Backpack;125;Direct;3596
Puffer Vest;115;Social Media;2013
Android T-Shirt;20;Organic Search;902
Google Stickers;5;Paid Search;3440
Google Hoodie;124;Social Media;828
Google Stickers;5;Social Media;1836
YouTube Cap;15;Direct;132
Google Stickers;5;Organic Search;2944
Notebook;20;Paid Search;3306
Google Hoodie;124;Social Media;1451
Canvas Tote;18;Organic Search;261
YouTube Cap;15;Referral;247
Google Stickers;5;Direct;1322
Google Stickers;5;Direct;1819
Google Water Bottle;10;Paid Search;1373
Google Water Bottle;10;Paid Search;1408
Google Hoodie;124;Referral;273
Backpack;125;Direct;1658
Google Stickers;5;Social Media;1182
Google Stickers;5;Direct;534
Google Hoodie;124;Direct;2058
Google Water Bottle;10;Organic Search;778
Google Stickers;5;Paid Search;612
Canvas Tote;18;Paid Search;1372
Android T-Shirt;20;Social Media;2195
Google Stickers;5;Organic Search;3236
Google Water Bottle;10;Paid Search;373
Google Stickers;5;Paid Search;847
Android T-Shirt;20;Direct;851
Google Stickers;5;Social Media;385
Canvas Tote;18;Organic Search;3015
Android T-Shirt;20;Direct;159
Greeting Cards;6;Direct;1503
Google Stickers;5;Referral;3172
Google Stickers;5;Social Media;2734
Greeting Cards;6;Direct;142
Lanyard;6;Social Media;3218
Backpack;125;Organic Search;2977
Google Stickers;5;Social Media;737
Google Stickers;5;Referral;1336
Google Stickers;5;Referral;517
YouTube Cap;15;Social Media;2162
Canvas Tote;18;Direct;1909
Lanyard;6;Paid Search;1029
Canvas Tote;18;Social Media;1028
Google Hoodie;124;Organic Search;261
Google Stickers;5;Referral;95
Greeting Cards;6;Organic Search;3086
Notebook;20;Paid Search;1208
Google Hoodie;124;Paid Search;3082
Puffer Vest;115;Paid Search;424
Notebook;20;Paid Search;3179
YouTube Cap;15;Paid Search;1057
Google Stickers;5;Social Media;2522
Google Stickers;5;Direct;2461
Google Stickers;5;Direct;2673
Android T-Shirt;20;Direct;2364
Notebook;20;Referral;1336
Backpack;125;Organic Search;1886
Canvas Tote;18;Direct;2891
Android T-Shirt;20;Social Media;2333
Google Stickers;5;Paid Search;1803
Google Stickers;5;Referral;3093
Google Water Bottle;10;Referral;411
Google Stickers;5;Social Media;873
Greeting Cards;6;Direct;3204
Google Water Bottle;10;Referral;1789
Google Stickers;5;Social Media;1158
Google Stickers;5;Social Media;1443
YouTube Cap;15;Social Media;447
Google Stickers;5;Direct;3429
Notebook;20;Social Media;866
Puffer Vest;115;Direct;1934
Greeting Cards;6;Social Media;1970
Google Stickers;5;Referral;1064
YouTube Cap;15;Social Media;566
Google Stickers;5;Social Media;1000
Canvas Tote;18;Social Media;3464
Google Water Bottle;10;Direct;933
Puffer Vest;115;Referral;2692
Android T-Shirt;20;Paid Search;3122
Google Stickers;5;Direct;1760
Google Hoodie;124;Direct;2165
Google Stickers;5;Paid Search;2727
Greeting Cards;6;Paid Search;755
Google Hoodie;124;Social Media;1651
Lanyard;6;Direct;2974
Google Hoodie;124;Organic Search;2739
Google Water Bottle;10;Direct;143
Google Stickers;5;Organic Search;1090
Google Stickers;5;Direct;2816
Backpack;125;Referral;2714
Google Stickers;5;Referral;3208
Notebook;20;Referral;2184
Canvas Tote;18;Social Media;1639
Google Stickers;5;Social Media;1835
Backpack;125;Direct;95
Greeting Cards;6;Paid Search;3493
Puffer Vest;115;Social Media;2859
YouTube Cap;15;Social Media;454
Google Stickers;5;Paid Search;2789
Google Stickers;5;Social Media;531
Google Stickers;5;Paid Search;613
YouTube Cap;15;Referral;1009
Lanyard;6;Referral;3408
Lanyard;6;Paid Search;2469
Backpack;125;Paid Search;627
Google Stickers;5;Organic Search;2924
Google Water Bottle;10;Paid Search;1831
Android T-Shirt;20;Organic Search;95
Google Stickers;5;Paid Search;2665
Google Stickers;5;Organic Search;3129
Google Stickers;5;Paid Search;3336
Backpack;125;Referral;2844
Android T-Shirt;20;Referral;585
Google Water Bottle;10;Referral;379
Google Stickers;5;Referral;232
Google Hoodie;124;Social Media;593
Google Hoodie;124;Organic Search;2669
Notebook;20;Organic Search;1679
Google Stickers;5;Paid Search;2864
Canvas Tote;18;Referral;2971
Google Stickers;5;Referral;916
Google Water Bottle;10;Organic Search;2195
Google Stickers;5;Organic Search;3113
Google Stickers;5;Direct;1088
Greeting Cards;6;Direct;1308
Google Water Bottle;10;Organic Search;2887
Google Stickers;5;Paid Search;1395
Android T-Shirt;20;Referral;3320
Google Stickers;5;Organic Search;406
Google Stickers;5;Direct;833
Lanyard;6;Referral;125
Google Stickers;5;Paid Search;117
Lanyard;6;Organic Search;1256
Android T-Shirt;20;Direct;341
Google Stickers;5;Referral;2266
Backpack;125;Direct;2448
YouTube Cap;15;Direct;442
Android T-Shirt;20;Direct;2479
Puffer Vest;115;Social Media;838
Puffer Vest;115;Paid Search;1927
Google Stickers;5;Referral;999
Google Stickers;5;Paid Search;447
Greeting Cards;6;Direct;1435
Google Stickers;5;Direct;3284
Google Hoodie;124;Direct;1214
Google Hoodie;124;Paid Search;53
Google Stickers;5;Paid Search;1908
Google Hoodie;124;Social Media;1927
Google Stickers;5;Direct;2141
Backpack;125;Referral;1528
Lanyard;6;Organic Search;688
Greeting Cards;6;Organic Search;1523
Google Stickers;5;Social Media;292
Google Stickers;5;Organic Search;889
Google Stickers;5;Referral;1289
Google Stickers;5;Referral;1534
YouTube Cap;15;Direct;2695
Google Stickers;5;Social Media;180
Google Stickers;5;Organic Search;1918
YouTube Cap;15;Organic Search;1333
Google Stickers;5;Social Media;2249
Google Stickers;5;Social Media;1481
Canvas Tote;18;Direct;3304
YouTube Cap;15;Referral;2417
Google Stickers;5;Referral;105
Google Stickers;5;Referral;1760
Canvas Tote;18;Organic Search;579
Google Stickers;5;Paid Search;3559
Google Stickers;5;Social Media;2198
Google Hoodie;124;Paid Search;76
Android T-Shirt;20;Direct;3493
Google Stickers;5;Direct;890
Canvas Tote;18;Direct;3147
Google Stickers;5;Paid Search;2554
Android T-Shirt;20;Direct;846
Google Stickers;5;Referral;1788
Puffer Vest;115;Social Media;477
Google Hoodie;124;Organic Search;1830
Google Stickers;5;Organic Search;2001
Google Hoodie;124;Social Media;1710
Greeting Cards;6;Organic Search;217
Google Stickers;5;Organic Search;197
Google Hoodie;124;Paid Search;2021
Notebook;20;Organic Search;1940
Google Hoodie;124;Social Media;1287
Google Water Bottle;10;Direct;1159
Google Stickers;5;Social Media;821
Google Stickers;5;Paid Search;1909
YouTube Cap;15;Organic Search;237
Google Stickers;5;Organic Search;2816
Android T-Shirt;20;Social Media;402
Google Stickers;5;Paid Search;1641
Puffer Vest;115;Social Media;884
Google Stickers;5;Referral;2714
Puffer Vest;115;Paid Search;2984
Android T-Shirt;20;Organic Search;248
Google Stickers;5;Organic Search;2382
Google Stickers;5;Paid Search;907
Google Stickers;5;Referral;68
Greeting Cards;6;Social Media;3034
Google Stickers;5;Paid Search;2216
Google Stickers;5;Paid Search;1891
Google Hoodie;124;Social Media;119
Google Stickers;5;Organic Search;3143
Google Stickers;5;Social Media;2484
Google Hoodie;124;Organic Search;1924
Google Stickers;5;Social Media;3445
Notebook;20;Referral;846
Canvas Tote;18;Paid Search;3301
Google Water Bottle;10;Social Media;304
Backpack;125;Paid Search;133
YouTube Cap;15;Organic Search;1010
Notebook;20;Social Media;2329
Android T-Shirt;20;Referral;3058
Canvas Tote;18;Direct;2816
Google Stickers;5;Direct;2556
Google Stickers;5;Direct;2104
Notebook;20;Social Media;3126
Canvas Tote;18;Social Media;2507
Google Water Bottle;10;Referral;3430
Google Hoodie;124;Direct;3117
Lanyard;6;Referral;1590
Google Hoodie;124;Paid Search;2679
Backpack;125;Referral;2370
Google Stickers;5;Social Media;883
Google Stickers;5;Paid Search;3482
Notebook;20;Paid Search;3102
Google Stickers;5;Paid Search;3122
Google Stickers;5;Paid Search;2898
Google Hoodie;124;Organic Search;1235
Google Stickers;5;Social Media;314
Lanyard;6;Referral;2399
YouTube Cap;15;Paid Search;3107
Google Stickers;5;Referral;3490
YouTube Cap;15;Direct;304
Google Hoodie;124;Organic Search;590
Android T-Shirt;20;Paid Search;1673
Google Stickers;5;Organic Search;3362
Google Stickers;5;Paid Search;2607
Greeting Cards;6;Social Media;810
Google Hoodie;124;Organic Search;3230
Google Stickers;5;Organic Search;839
Greeting Cards;6;Organic Search;1639
Puffer Vest;115;Social Media;2945
Google Stickers;5;Direct;322
Google Stickers;5;Direct;2817
Notebook;20;Social Media;3534
Google Stickers;5;Organic Search;800
Google Stickers;5;Social Media;3565
Google Stickers;5;Organic Search;1171
Google Hoodie;124;Referral;921
Google Stickers;5;Direct;1114
Backpack;125;Referral;3402
Backpack;125;Referral;2270
Backpack;125;Paid Search;2488
Google Hoodie;124;Paid Search;3124
Google Stickers;5;Social Media;320
Greeting Cards;6;Social Media;2223
Google Water Bottle;10;Direct;2277
Google Stickers;5;Paid Search;2730
Android T-Shirt;20;Paid Search;2977
Notebook;20;Referral;2679
